triplet_id,sample_id,difficulty,architecture,ref_64_path,ref_128_path,pos_64_path,pos_128_path,neg_64_path,neg_128_path,pos_ncc,neg_ncc,pos_error,neg_error,gt_x,gt_y
77,15,Adversarial,finfet_7nm,data/hcr_train\triplets\00077_ref_64.npy,data/hcr_train\triplets\00077_ref_128.npy,data/hcr_train\triplets\00077_pos_64.npy,data/hcr_train\triplets\00077_pos_128.npy,data/hcr_train\triplets\00077_neg_64.npy,data/hcr_train\triplets\00077_neg_128.npy,0.5078,0.4618,2.21,155.23,827.2,623.8
78,15,Adversarial,finfet_7nm,data/hcr_train\triplets\00078_ref_64.npy,data/hcr_train\triplets\00078_ref_128.npy,data/hcr_train\triplets\00078_pos_64.npy,data/hcr_train\triplets\00078_pos_128.npy,data/hcr_train\triplets\00078_neg_64.npy,data/hcr_train\triplets\00078_neg_128.npy,0.5078,0.4608,2.21,768.38,827.2,623.8
79,15,Adversarial,finfet_7nm,data/hcr_train\triplets\00079_ref_64.npy,data/hcr_train\triplets\00079_ref_128.npy,data/hcr_train\triplets\00079_pos_64.npy,data/hcr_train\triplets\00079_pos_128.npy,data/hcr_train\triplets\00079_neg_64.npy,data/hcr_train\triplets\00079_neg_128.npy,0.5078,0.4371,2.21,629.65,827.2,623.8
80,16,Easy,dram_1x,data/hcr_train\triplets\00080_ref_64.npy,data/hcr_train\triplets\00080_ref_128.npy,data/hcr_train\triplets\00080_pos_64.npy,data/hcr_train\triplets\00080_pos_128.npy,data/hcr_train\triplets\00080_neg_64.npy,data/hcr_train\triplets\00080_neg_128.npy,0.9534,0.9252,0.36,29.3,137.3,684.2
81,16,Easy,dram_1x,data/hcr_train\triplets\00081_ref_64.npy,data/hcr_train\triplets\00081_ref_128.npy,data/hcr_train\triplets\00081_pos_64.npy,data/hcr_train\triplets\00081_pos_128.npy,data/hcr_train\triplets\00081_neg_64.npy,data/hcr_train\triplets\00081_neg_128.npy,0.9534,0.9245,0.36,19.2,137.3,684.2
82,16,Easy,dram_1x,data/hcr_train\triplets\00082_ref_64.npy,data/hcr_train\triplets\00082_ref_128.npy,data/hcr_train\triplets\00082_pos_64.npy,data/hcr_train\triplets\00082_pos_128.npy,data/hcr_train\triplets\00082_neg_64.npy,data/hcr_train\triplets\00082_neg_128.npy,0.9534,0.9244,0.36,28.7,137.3,684.2
83,16,Easy,dram_1x,data/hcr_train\triplets\00083_ref_64.npy,data/hcr_train\triplets\00083_ref_128.npy,data/hcr_train\triplets\00083_pos_64.npy,data/hcr_train\triplets\00083_pos_128.npy,data/hcr_train\triplets\00083_neg_64.npy,data/hcr_train\triplets\00083_neg_128.npy,0.9534,0.9188,0.36,86.3,137.3,684.2
84,16,Easy,dram_1x,data/hcr_train\triplets\00084_ref_64.npy,data/hcr_train\triplets\00084_ref_128.npy,data/hcr_train\triplets\00084_pos_64.npy,data/hcr_train\triplets\00084_pos_128.npy,data/hcr_train\triplets\00084_neg_64.npy,data/hcr_train\triplets\00084_neg_128.npy,0.9534,0.9146,0.36,38.2,137.3,684.2
85,17,Medium,dram_dense,data/hcr_train\triplets\00085_ref_64.npy,data/hcr_train\triplets\00085_ref_128.npy,data/hcr_train\triplets\00085_pos_64.npy,data/hcr_train\triplets\00085_pos_128.npy,data/hcr_train\triplets\00085_neg_64.npy,data/hcr_train\triplets\00085_neg_128.npy,0.8757,0.7427,1.08,283.0,917.0,545.6
86,17,Medium,dram_dense,data/hcr_train\triplets\00086_ref_64.npy,data/hcr_train\triplets\00086_ref_128.npy,data/hcr_train\triplets\00086_pos_64.npy,data/hcr_train\triplets\00086_pos_128.npy,data/hcr_train\triplets\00086_neg_64.npy,data/hcr_train\triplets\00086_neg_128.npy,0.8757,0.7256,1.08,211.01,917.0,545.6
87,17,Medium,dram_dense,data/hcr_train\triplets\00087_ref_64.npy,data/hcr_train\triplets\00087_ref_128.npy,data/hcr_train\triplets\00087_pos_64.npy,data/hcr_train\triplets\00087_pos_128.npy,data/hcr_train\triplets\00087_neg_64.npy,data/hcr_train\triplets\00087_neg_128.npy,0.8757,0.7222,1.08,247.01,917.0,545.6
88,17,Medium,dram_dense,data/hcr_train\triplets\00088_ref_64.npy,data/hcr_train\triplets\00088_ref_128.npy,data/hcr_train\triplets\00088_pos_64.npy,data/hcr_train\triplets\00088_pos_128.npy,data/hcr_train\triplets\00088_neg_64.npy,data/hcr_train\triplets\00088_neg_128.npy,0.8757,0.7174,1.08,646.05,917.0,545.6
89,17,Medium,dram_dense,data/hcr_train\triplets\00089_ref_64.npy,data/hcr_train\triplets\00089_ref_128.npy,data/hcr_train\triplets\00089_pos_64.npy,data/hcr_train\triplets\00089_pos_128.npy,data/hcr_train\triplets\00089_neg_64.npy,data/hcr_train\triplets\00089_neg_128.npy,0.8757,0.7118,1.08,176.01,917.0,545.6
90,18,Hard,finfet_10nm,data/hcr_train\triplets\00090_ref_64.npy,data/hcr_train\triplets\00090_ref_128.npy,data/hcr_train\triplets\00090_pos_64.npy,data/hcr_train\triplets\00090_pos_128.npy,data/hcr_train\triplets\00090_neg_64.npy,data/hcr_train\triplets\00090_neg_128.npy,0.756,0.7187,0.6,156.01,597.6,344.0
91,18,Hard,finfet_10nm,data/hcr_train\triplets\00091_ref_64.npy,data/hcr_train\triplets\00091_ref_128.npy,data/hcr_train\triplets\00091_pos_64.npy,data/hcr_train\triplets\00091_pos_128.npy,data/hcr_train\triplets\00091_neg_64.npy,data/hcr_train\triplets\00091_neg_128.npy,0.756,0.685,0.6,52.02,597.6,344.0
92,18,Hard,finfet_10nm,data/hcr_train\triplets\00092_ref_64.npy,data/hcr_train\triplets\00092_ref_128.npy,data/hcr_train\triplets\00092_pos_64.npy,data/hcr_train\triplets\00092_pos_128.npy,data/hcr_train\triplets\00092_neg_64.npy,data/hcr_train\triplets\00092_neg_128.npy,0.756,0.6689,0.6,145.14,597.6,344.0
93,18,Hard,finfet_10nm,data/hcr_train\triplets\00093_ref_64.npy,data/hcr_train\triplets\00093_ref_128.npy,data/hcr_train\triplets\00093_pos_64.npy,data/hcr_train\triplets\00093_pos_128.npy,data/hcr_train\triplets\00093_neg_64.npy,data/hcr_train\triplets\00093_neg_128.npy,0.756,0.6687,0.6,430.01,597.6,344.0
94,18,Hard,finfet_10nm,data/hcr_train\triplets\00094_ref_64.npy,data/hcr_train\triplets\00094_ref_128.npy,data/hcr_train\triplets\00094_pos_64.npy,data/hcr_train\triplets\00094_pos_128.npy,data/hcr_train\triplets\00094_neg_64.npy,data/hcr_train\triplets\00094_neg_128.npy,0.756,0.6635,0.6,104.01,597.6,344.0
95,19,Adversarial,finfet_7nm,data/hcr_train\triplets\00095_ref_64.npy,data/hcr_train\triplets\00095_ref_128.npy,data/hcr_train\triplets\00095_pos_64.npy,data/hcr_train\triplets\00095_pos_128.npy,data/hcr_train\triplets\00095_neg_64.npy,data/hcr_train\triplets\00095_neg_128.npy,0.4353,0.4187,3.21,22.43,601.2,653.8
96,19,Adversarial,finfet_7nm,data/hcr_train\triplets\00096_ref_64.npy,data/hcr_train\triplets\00096_ref_128.npy,data/hcr_train\triplets\00096_pos_64.npy,data/hcr_train\triplets\00096_pos_128.npy,data/hcr_train\triplets\00096_neg_64.npy,data/hcr_train\triplets\00096_neg_128.npy,0.4353,0.3972,3.21,22.03,601.2,653.8
97,19,Adversarial,finfet_7nm,data/hcr_train\triplets\00097_ref_64.npy,data/hcr_train\triplets\00097_ref_128.npy,data/hcr_train\triplets\00097_pos_64.npy,data/hcr_train\triplets\00097_pos_128.npy,data/hcr_train\triplets\00097_neg_64.npy,data/hcr_train\triplets\00097_neg_128.npy,0.4353,0.3966,3.21,44.32,601.2,653.8
98,19,Adversarial,finfet_7nm,data/hcr_train\triplets\00098_ref_64.npy,data/hcr_train\triplets\00098_ref_128.npy,data/hcr_train\triplets\00098_pos_64.npy,data/hcr_train\triplets\00098_pos_128.npy,data/hcr_train\triplets\00098_neg_64.npy,data/hcr_train\triplets\00098_neg_128.npy,0.4353,0.3861,3.21,551.56,601.2,653.8
99,19,Adversarial,finfet_7nm,data/hcr_train\triplets\00099_ref_64.npy,data/hcr_train\triplets\00099_ref_128.npy,data/hcr_train\triplets\00099_pos_64.npy,data/hcr_train\triplets\00099_pos_128.npy,data/hcr_train\triplets\00099_neg_64.npy,data/hcr_train\triplets\00099_neg_128.npy,0.4353,0.38,3.21,570.34,601.2,653.8
100,20,Easy,dram_1x,data/hcr_train\triplets\00100_ref_64.npy,data/hcr_train\triplets\00100_ref_128.npy,data/hcr_train\triplets\00100_pos_64.npy,data/hcr_train\triplets\00100_pos_128.npy,data/hcr_train\triplets\00100_neg_64.npy,data/hcr_train\triplets\00100_neg_128.npy,0.9501,0.8983,0.3,96.0,585.7,464.0
101,20,Easy,dram_1x,data/hcr_train\triplets\00101_ref_64.npy,data/hcr_train\triplets\00101_ref_128.npy,data/hcr_train\triplets\00101_pos_64.npy,data/hcr_train\triplets\00101_pos_128.npy,data/hcr_train\triplets\00101_neg_64.npy,data/hcr_train\triplets\00101_neg_128.npy,0.9501,0.8653,0.3,48.0,585.7,464.0
102,20,Easy,dram_1x,data/hcr_train\triplets\00102_ref_64.npy,data/hcr_train\triplets\00102_ref_128.npy,data/hcr_train\triplets\00102_pos_64.npy,data/hcr_train\triplets\00102_pos_128.npy,data/hcr_train\triplets\00102_neg_64.npy,data/hcr_train\triplets\00102_neg_128.npy,0.9501,0.7791,0.3,48.01,585.7,464.0
103,20,Easy,dram_1x,data/hcr_train\triplets\00103_ref_64.npy,data/hcr_train\triplets\00103_ref_128.npy,data/hcr_train\triplets\00103_pos_64.npy,data/hcr_train\triplets\00103_pos_128.npy,data/hcr_train\triplets\00103_neg_64.npy,data/hcr_train\triplets\00103_neg_128.npy,0.9501,0.7297,0.3,64.0,585.7,464.0
104,20,Easy,dram_1x,data/hcr_train\triplets\00104_ref_64.npy,data/hcr_train\triplets\00104_ref_128.npy,data/hcr_train\triplets\00104_pos_64.npy,data/hcr_train\triplets\00104_pos_128.npy,data/hcr_train\triplets\00104_neg_64.npy,data/hcr_train\triplets\00104_neg_128.npy,0.9501,0.7143,0.3,144.0,585.7,464.0
105,21,Medium,dram_dense,data/hcr_train\triplets\00105_ref_64.npy,data/hcr_train\triplets\00105_ref_128.npy,data/hcr_train\triplets\00105_pos_64.npy,data/hcr_train\triplets\00105_pos_128.npy,data/hcr_train\triplets\00105_neg_64.npy,data/hcr_train\triplets\00105_neg_128.npy,0.8553,0.8271,0.54,115.2,832.5,53.8
106,21,Medium,dram_dense,data/hcr_train\triplets\00106_ref_64.npy,data/hcr_train\triplets\00106_ref_128.npy,data/hcr_train\triplets\00106_pos_64.npy,data/hcr_train\triplets\00106_pos_128.npy,data/hcr_train\triplets\00106_neg_64.npy,data/hcr_train\triplets\00106_neg_128.npy,0.8553,0.8086,0.54,153.2,832.5,53.8
107,21,Medium,dram_dense,data/hcr_train\triplets\00107_ref_64.npy,data/hcr_train\triplets\00107_ref_128.npy,data/hcr_train\triplets\00107_pos_64.npy,data/hcr_train\triplets\00107_pos_128.npy,data/hcr_train\triplets\00107_neg_64.npy,data/hcr_train\triplets\00107_neg_128.npy,0.8553,0.7977,0.54,102.2,832.5,53.8
108,21,Medium,dram_dense,data/hcr_train\triplets\00108_ref_64.npy,data/hcr_train\triplets\00108_ref_128.npy,data/hcr_train\triplets\00108_pos_64.npy,data/hcr_train\triplets\00108_pos_128.npy,data/hcr_train\triplets\00108_neg_64.npy,data/hcr_train\triplets\00108_neg_128.npy,0.8553,0.7919,0.54,13.21,832.5,53.8
109,21,Medium,dram_dense,data/hcr_train\triplets\00109_ref_64.npy,data/hcr_train\triplets\00109_ref_128.npy,data/hcr_train\triplets\00109_pos_64.npy,data/hcr_train\triplets\00109_pos_128.npy,data/hcr_train\triplets\00109_neg_64.npy,data/hcr_train\triplets\00109_neg_128.npy,0.8553,0.7887,0.54,128.2,832.5,53.8
110,22,Hard,finfet_10nm,data/hcr_train\triplets\00110_ref_64.npy,data/hcr_train\triplets\00110_ref_128.npy,data/hcr_train\triplets\00110_pos_64.npy,data/hcr_train\triplets\00110_pos_128.npy,data/hcr_train\triplets\00110_neg_64.npy,data/hcr_train\triplets\00110_neg_128.npy,0.7196,0.728,0.76,59.7,248.7,94.3
111,22,Hard,finfet_10nm,data/hcr_train\triplets\00111_ref_64.npy,data/hcr_train\triplets\00111_ref_128.npy,data/hcr_train\triplets\00111_pos_64.npy,data/hcr_train\triplets\00111_pos_128.npy,data/hcr_train\triplets\00111_neg_64.npy,data/hcr_train\triplets\00111_neg_128.npy,0.7196,0.7168,0.76,89.7,248.7,94.3
112,22,Hard,finfet_10nm,data/hcr_train\triplets\00112_ref_64.npy,data/hcr_train\triplets\00112_ref_128.npy,data/hcr_train\triplets\00112_pos_64.npy,data/hcr_train\triplets\00112_pos_128.npy,data/hcr_train\triplets\00112_neg_64.npy,data/hcr_train\triplets\00112_neg_128.npy,0.7196,0.6787,0.76,29.71,248.7,94.3
113,22,Hard,finfet_10nm,data/hcr_train\triplets\00113_ref_64.npy,data/hcr_train\triplets\00113_ref_128.npy,data/hcr_train\triplets\00113_pos_64.npy,data/hcr_train\triplets\00113_pos_128.npy,data/hcr_train\triplets\00113_neg_64.npy,data/hcr_train\triplets\00113_neg_128.npy,0.7196,0.6753,0.76,119.7,248.7,94.3
114,22,Hard,finfet_10nm,data/hcr_train\triplets\00114_ref_64.npy,data/hcr_train\triplets\00114_ref_128.npy,data/hcr_train\triplets\00114_pos_64.npy,data/hcr_train\triplets\00114_pos_128.npy,data/hcr_train\triplets\00114_neg_64.npy,data/hcr_train\triplets\00114_neg_128.npy,0.7196,0.6674,0.76,382.7,248.7,94.3
115,23,Adversarial,finfet_7nm,data/hcr_train\triplets\00115_ref_64.npy,data/hcr_train\triplets\00115_ref_128.npy,data/hcr_train\triplets\00115_pos_64.npy,data/hcr_train\triplets\00115_pos_128.npy,data/hcr_train\triplets\00115_neg_64.npy,data/hcr_train\triplets\00115_neg_128.npy,0.499,0.5106,0.67,164.11,718.6,186.3
116,23,Adversarial,finfet_7nm,data/hcr_train\triplets\00116_ref_64.npy,data/hcr_train\triplets\00116_ref_128.npy,data/hcr_train\triplets\00116_pos_64.npy,data/hcr_train\triplets\00116_pos_128.npy,data/hcr_train\triplets\00116_neg_64.npy,data/hcr_train\triplets\00116_neg_128.npy,0.499,0.5058,0.67,179.0,718.6,186.3
117,23,Adversarial,finfet_7nm,data/hcr_train\triplets\00117_ref_64.npy,data/hcr_train\triplets\00117_ref_128.npy,data/hcr_train\triplets\00117_pos_64.npy,data/hcr_train\triplets\00117_pos_128.npy,data/hcr_train\triplets\00117_neg_64.npy,data/hcr_train\triplets\00117_neg_128.npy,0.499,0.5036,0.67,216.01,718.6,186.3
118,23,Adversarial,finfet_7nm,data/hcr_train\triplets\00118_ref_64.npy,data/hcr_train\triplets\00118_ref_128.npy,data/hcr_train\triplets\00118_pos_64.npy,data/hcr_train\triplets\00118_pos_128.npy,data/hcr_train\triplets\00118_neg_64.npy,data/hcr_train\triplets\00118_neg_128.npy,0.499,0.5005,0.67,164.52,718.6,186.3
119,23,Adversarial,finfet_7nm,data/hcr_train\triplets\00119_ref_64.npy,data/hcr_train\triplets\00119_ref_128.npy,data/hcr_train\triplets\00119_pos_64.npy,data/hcr_train\triplets\00119_pos_128.npy,data/hcr_train\triplets\00119_neg_64.npy,data/hcr_train\triplets\00119_neg_128.npy,0.499,0.4992,0.67,216.32,718.6,186.3
120,24,Easy,dram_1x,data/hcr_train\triplets\00120_ref_64.npy,data/hcr_train\triplets\00120_ref_128.npy,data/hcr_train\triplets\00120_pos_64.npy,data/hcr_train\triplets\00120_pos_128.npy,data/hcr_train\triplets\00120_neg_64.npy,data/hcr_train\triplets\00120_neg_128.npy,0.9164,0.9186,0.2,43.0,700.0,524.2
121,24,Easy,dram_1x,data/hcr_train\triplets\00121_ref_64.npy,data/hcr_train\triplets\00121_ref_128.npy,data/hcr_train\triplets\00121_pos_64.npy,data/hcr_train\triplets\00121_pos_128.npy,data/hcr_train\triplets\00121_neg_64.npy,data/hcr_train\triplets\00121_neg_128.npy,0.9164,0.9146,0.2,29.0,700.0,524.2
122,24,Easy,dram_1x,data/hcr_train\triplets\00122_ref_64.npy,data/hcr_train\triplets\00122_ref_128.npy,data/hcr_train\triplets\00122_pos_64.npy,data/hcr_train\triplets\00122_pos_128.npy,data/hcr_train\triplets\00122_neg_64.npy,data/hcr_train\triplets\00122_neg_128.npy,0.9164,0.9047,0.2,72.0,700.0,524.2
123,24,Easy,dram_1x,data/hcr_train\triplets\00123_ref_64.npy,data/hcr_train\triplets\00123_ref_128.npy,data/hcr_train\triplets\00123_pos_64.npy,data/hcr_train\triplets\00123_pos_128.npy,data/hcr_train\triplets\00123_neg_64.npy,data/hcr_train\triplets\00123_neg_128.npy,0.9164,0.9045,0.2,86.0,700.0,524.2
124,24,Easy,dram_1x,data/hcr_train\triplets\00124_ref_64.npy,data/hcr_train\triplets\00124_ref_128.npy,data/hcr_train\triplets\00124_pos_64.npy,data/hcr_train\triplets\00124_pos_128.npy,data/hcr_train\triplets\00124_neg_64.npy,data/hcr_train\triplets\00124_neg_128.npy,0.9164,0.9043,0.2,14.0,700.0,524.2
125,25,Medium,dram_dense,data/hcr_train\triplets\00125_ref_64.npy,data/hcr_train\triplets\00125_ref_128.npy,data/hcr_train\triplets\00125_pos_64.npy,data/hcr_train\triplets\00125_pos_128.npy,data/hcr_train\triplets\00125_neg_64.npy,data/hcr_train\triplets\00125_neg_128.npy,0.9143,0.8854,1.12,71.81,915.1,678.2
126,25,Medium,dram_dense,data/hcr_train\triplets\00126_ref_64.npy,data/hcr_train\triplets\00126_ref_128.npy,data/hcr_train\triplets\00126_pos_64.npy,data/hcr_train\triplets\00126_pos_128.npy,data/hcr_train\triplets\00126_neg_64.npy,data/hcr_train\triplets\00126_neg_128.npy,0.9143,0.8828,1.12,23.83,915.1,678.2
127,25,Medium,dram_dense,data/hcr_train\triplets\00127_ref_64.npy,data/hcr_train\triplets\00127_ref_128.npy,data/hcr_train\triplets\00127_pos_64.npy,data/hcr_train\triplets\00127_pos_128.npy,data/hcr_train\triplets\00127_neg_64.npy,data/hcr_train\triplets\00127_neg_128.npy,0.9143,0.8681,1.12,47.81,915.1,678.2
128,25,Medium,dram_dense,data/hcr_train\triplets\00128_ref_64.npy,data/hcr_train\triplets\00128_ref_128.npy,data/hcr_train\triplets\00128_pos_64.npy,data/hcr_train\triplets\00128_pos_128.npy,data/hcr_train\triplets\00128_neg_64.npy,data/hcr_train\triplets\00128_neg_128.npy,0.9143,0.8636,1.12,24.22,915.1,678.2
129,25,Medium,dram_dense,data/hcr_train\triplets\00129_ref_64.npy,data/hcr_train\triplets\00129_ref_128.npy,data/hcr_train\triplets\00129_pos_64.npy,data/hcr_train\triplets\00129_pos_128.npy,data/hcr_train\triplets\00129_neg_64.npy,data/hcr_train\triplets\00129_neg_128.npy,0.9143,0.8624,1.12,653.57,915.1,678.2
130,26,Hard,finfet_10nm,data/hcr_train\triplets\00130_ref_64.npy,data/hcr_train\triplets\00130_ref_128.npy,data/hcr_train\triplets\00130_pos_64.npy,data/hcr_train\triplets\00130_pos_128.npy,data/hcr_train\triplets\00130_neg_64.npy,data/hcr_train\triplets\00130_neg_128.npy,0.7162,0.6961,1.77,387.87,547.7,439.5
131,26,Hard,finfet_10nm,data/hcr_train\triplets\00131_ref_64.npy,data/hcr_train\triplets\00131_ref_128.npy,data/hcr_train\triplets\00131_pos_64.npy,data/hcr_train\triplets\00131_pos_128.npy,data/hcr_train\triplets\00131_neg_64.npy,data/hcr_train\triplets\00131_neg_128.npy,0.7162,0.6907,1.77,52.53,547.7,439.5
132,26,Hard,finfet_10nm,data/hcr_train\triplets\00132_ref_64.npy,data/hcr_train\triplets\00132_ref_128.npy,data/hcr_train\triplets\00132_pos_64.npy,data/hcr_train\triplets\00132_pos_128.npy,data/hcr_train\triplets\00132_neg_64.npy,data/hcr_train\triplets\00132_neg_128.npy,0.7162,0.6829,1.77,462.81,547.7,439.5
133,26,Hard,finfet_10nm,data/hcr_train\triplets\00133_ref_64.npy,data/hcr_train\triplets\00133_ref_128.npy,data/hcr_train\triplets\00133_pos_64.npy,data/hcr_train\triplets\00133_pos_128.npy,data/hcr_train\triplets\00133_neg_64.npy,data/hcr_train\triplets\00133_neg_128.npy,0.7162,0.6814,1.77,423.81,547.7,439.5
134,26,Hard,finfet_10nm,data/hcr_train\triplets\00134_ref_64.npy,data/hcr_train\triplets\00134_ref_128.npy,data/hcr_train\triplets\00134_pos_64.npy,data/hcr_train\triplets\00134_pos_128.npy,data/hcr_train\triplets\00134_neg_64.npy,data/hcr_train\triplets\00134_neg_128.npy,0.7162,0.648,1.77,51.5,547.7,439.5
135,27,Adversarial,finfet_7nm,data/hcr_train\triplets\00135_ref_64.npy,data/hcr_train\triplets\00135_ref_128.npy,data/hcr_train\triplets\00135_pos_64.npy,data/hcr_train\triplets\00135_pos_128.npy,data/hcr_train\triplets\00135_neg_64.npy,data/hcr_train\triplets\00135_neg_128.npy,0.364,0.2658,4.4,290.92,852.4,836.9
136,27,Adversarial,finfet_7nm,data/hcr_train\triplets\00136_ref_64.npy,data/hcr_train\triplets\00136_ref_128.npy,data/hcr_train\triplets\00136_pos_64.npy,data/hcr_train\triplets\00136_pos_128.npy,data/hcr_train\triplets\00136_neg_64.npy,data/hcr_train\triplets\00136_neg_128.npy,0.364,0.2613,4.4,18.42,852.4,836.9
137,27,Adversarial,finfet_7nm,data/hcr_train\triplets\00137_ref_64.npy,data/hcr_train\triplets\00137_ref_128.npy,data/hcr_train\triplets\00137_pos_64.npy,data/hcr_train\triplets\00137_pos_128.npy,data/hcr_train\triplets\00137_neg_64.npy,data/hcr_train\triplets\00137_neg_128.npy,0.364,0.2376,4.4,293.41,852.4,836.9
138,27,Adversarial,finfet_7nm,data/hcr_train\triplets\00138_ref_64.npy,data/hcr_train\triplets\00138_ref_128.npy,data/hcr_train\triplets\00138_pos_64.npy,data/hcr_train\triplets\00138_pos_128.npy,data/hcr_train\triplets\00138_neg_64.npy,data/hcr_train\triplets\00138_neg_128.npy,0.364,0.2309,4.4,109.13,852.4,836.9
139,27,Adversarial,finfet_7nm,data/hcr_train\triplets\00139_ref_64.npy,data/hcr_train\triplets\00139_ref_128.npy,data/hcr_train\triplets\00139_pos_64.npy,data/hcr_train\triplets\00139_pos_128.npy,data/hcr_train\triplets\00139_neg_64.npy,data/hcr_train\triplets\00139_neg_128.npy,0.364,0.2308,4.4,54.01,852.4,836.9
140,28,Easy,dram_1x,data/hcr_train\triplets\00140_ref_64.npy,data/hcr_train\triplets\00140_ref_128.npy,data/hcr_train\triplets\00140_pos_64.npy,data/hcr_train\triplets\00140_pos_128.npy,data/hcr_train\triplets\00140_neg_64.npy,data/hcr_train\triplets\00140_neg_128.npy,0.8976,0.8924,0.78,71.5,253.6,445.5
141,28,Easy,dram_1x,data/hcr_train\triplets\00141_ref_64.npy,data/hcr_train\triplets\00141_ref_128.npy,data/hcr_train\triplets\00141_pos_64.npy,data/hcr_train\triplets\00141_pos_128.npy,data/hcr_train\triplets\00141_neg_64.npy,data/hcr_train\triplets\00141_neg_128.npy,0.8976,0.8342,0.78,107.5,253.6,445.5
142,28,Easy,dram_1x,data/hcr_train\triplets\00142_ref_64.npy,data/hcr_train\triplets\00142_ref_128.npy,data/hcr_train\triplets\00142_pos_64.npy,data/hcr_train\triplets\00142_pos_128.npy,data/hcr_train\triplets\00142_neg_64.npy,data/hcr_train\triplets\00142_neg_128.npy,0.8976,0.8299,0.78,35.51,253.6,445.5
143,28,Easy,dram_1x,data/hcr_train\triplets\00143_ref_64.npy,data/hcr_train\triplets\00143_ref_128.npy,data/hcr_train\triplets\00143_pos_64.npy,data/hcr_train\triplets\00143_pos_128.npy,data/hcr_train\triplets\00143_neg_64.npy,data/hcr_train\triplets\00143_neg_128.npy,0.8976,0.8229,0.78,35.51,253.6,445.5
144,28,Easy,dram_1x,data/hcr_train\triplets\00144_ref_64.npy,data/hcr_train\triplets\00144_ref_128.npy,data/hcr_train\triplets\00144_pos_64.npy,data/hcr_train\triplets\00144_pos_128.npy,data/hcr_train\triplets\00144_neg_64.npy,data/hcr_train\triplets\00144_neg_128.npy,0.8976,0.8001,0.78,48.5,253.6,445.5
145,29,Medium,dram_dense,data/hcr_train\triplets\00145_ref_64.npy,data/hcr_train\triplets\00145_ref_128.npy,data/hcr_train\triplets\00145_pos_64.npy,data/hcr_train\triplets\00145_pos_128.npy,data/hcr_train\triplets\00145_neg_64.npy,data/hcr_train\triplets\00145_neg_128.npy,0.8673,0.887,1.55,515.89,74.5,774.6
